	address	akadaly	allapot	berleti_jog_atadas	busz	butorozott	city	city_latitude	city_longitude	contract	district	dohanyzas	ejszakai-busz	energia	epites_eve	futes	futes_elso	futes_masodik	id	kilatas	kisallat	koltozheto	komfort	kondi	metro	min_berl_honapban	parkolas	parkolas_konstrukcio	parkolohely_ar	parkolohely_berles	pince	price_ft	real_estate_type	rezsi_ft	room	room_full	room_half	size_m2	stemmed_text	szintek	telek_m2	tetoter	text	troli	type	villamos	wc
108	Úrrétje	nem	jó állapotú	nem		nem	Debrecen	47.531399	21.6259782	kiado		nem megengedett			1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/debrecen-urretje/kiado+haz/sorhaz/hajdu-bihar+megye+debrecen/25307847	udvari	nem hozható	azonnal	duplakomfortos	nincs		12	önálló garázs	benne van az árban			nincs	199000	haz	25000	2 + 2 fél	2	2	96	debrecen az úrrétjén 96nm es nappali 3 hálószobás gardróbos spájzos két fürdőszoba rendelkező teljes mérték felújított sorház pihenőkert garázs együtt bútorozatlanul kiadó az ingatlan egyedi gázcirkó fűtéses műanyag nyílászáróval felszerelt hosszú táv megbízható bérlő kiadó február eleje költözhető a vadonatúj konyha kép hamarosan bérleti díj 199 000 ft hó rezsi 2 havi kaució szükséges tel	2	100.0	beépített			sorház		külön és egyben is
109	2. kerület, II/A kerület – Máriaremete		újszerű	nem		nem	Budapest	47.4983815	19.0404707	kiado	2. kerület				2001-2010 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/ikerhaz/budapest+2+kerulet/24303533	panorámás		azonnal	duplakomfortos	van		12	önálló garázs	benne van az árban			van	469800	haz	0	5	5	0	215	máriaremete csöndes zöldövezet francia iskola közel minimum egy év kiadó újszerű igényes 3 szintes ikerház tágas teraszkapcsolatos nappali félig szeparált konyha és étkező dolgozósarok 3 külön nyíló hálószoba az emelet 2 tágas fürdőszoba kád és zuhanyzó valamint vendégmosdó helyiség áll saját gyönyörűen gondozott parkosított kert egy garázsbeálló és ház előtti beálló berendezés nélkül gépesít klíma 2 havi kaució szükséges	3	500.0	beépített			ikerház		külön és egyben is
110	Pest megye		új építésű	nem		igen	Nagykovácsi	47.5762363	18.882064	kiado		nem megengedett		AA+	2012	vegyes tüzelésű kazán, gáz (cirko)	vegyes tüzelésű kazán	gáz (cirko)	https://ingatlan.com/nagykovacsi/kiado+haz/csaladi-haz/pest+megye+nagykovacsi/25367777	panorámás	hozható	azonnal	luxus	van		12	önálló garázs	benne van az árban				1252800	haz	0	6	6	0	360	adyliget tőszomszédság az amerikai iskola közel nagykovácsi hosszú táv bérbeadó egy 2012 ban épült nagyvonalú és elegáns hyperluxus 360nm es 6 szobás minimalista ház bútoroz de igény eset akár bútor nélkül is 1100nm es gyönyörűséges kert a kert automata öntözőrendszer díszkert mely igényes család biztosít minőségi élettér és luxus körülmény a természetes környezet vonzás a terület mögött húzódó duna ipoly nemzeti park erdei szomszédság hatalmas üvegfelület nagyvonalú tér az üvegfelület keresztül szervesen kapcsolódó külső terasz 120m2 intenzív növénytelepítéssel alakított intim kertrészletekkel mindez nemes anyag letisztult részlet elegáns átgondolt megoldás tesz teljes egy hely ahol a funkcionális és racionális találkozik a nagyvonalúval extra a tető napelem padló és radiátoros fűtés siemens gép beépített gépesített olasz design konyha bosch duplaszárnyú hűtő kandalló nappali 4 hálószoba dolgozó szoba 70m2 es hobbyszoba 3 fürdőszoba 5 wc mosókonyha tároló helyiség 2 állásos fűtött garázs automata garázs és kertkapuval kül és beltéri riasztórendszer 24 órás távfelügyelet füstriasztó klíma hőfüggöny 1100m2 csodálatosan parkosított saját intim kert igazi földi paradicsom csend madárcsicsergés friss levegő további információ	3	1100.0				családi ház		külön és egyben is
111	2. kerület, Balogh Ádám utca	nem	felújított	nem	29	nem	Budapest	47.4983815	19.0404707	kiado	2. kerület				2015	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/ikerhaz/budapest+2+kerulet+balogh+adam+utca/24101778	panorámás	hozható	azonnal	duplakomfortos	van		12	önálló garázs	benne van az árban			van	626400	haz	80000	5	5	0	300	kiadó a ii kerület a balogh ádám utca egy 300 m2 es három szintes részben frissen felújított panorámás ikerházfél helyiség amerikai konyhás nappali étkező kamra három hálószoba két fürdő 1 vendég wc tárolóhelyiségek 1 angol ablakos félszuterén nagy szoba többféle cél hasznosítható 2 autó számára megfelelő garázs 2 nagy terasz a lakás bútorozatlan a tulajdonos azonban biztosít tud ágy gyermekágy is és szekrény igény eset a ház két nagy terasz 12 m2 és 25 m2 rendelkezik a ház felújítás és a kertrendezés jelen pillanat még zajlik az ingatlan 2 hét múlva elérhető közüzemi fogyasztás egyedi mérőóra állás szerint	3	900.0				ikerház		külön és egyben is
112	Vezér lakótelep		felújított	nem		nem	Debrecen	47.531399	21.6259782	kiado		nem megengedett				gáz (cirko)	gáz (cirko)		https://ingatlan.com/debrecen-vezer-lakotelep/kiado+haz/sorhaz/hajdu-bihar+megye+debrecen/25862913	udvari			duplakomfortos			12	önálló garázs	benne van az árban			nincs	199000	haz	30000	4	4	0	100	vezér lakótelep nappali 3 szobás generálisan felújított sorház kiadó az ingatlan fszt nappali étkező konyha gépesített konyhabútor fürdőszoba zuhanyzó emelet 3 szoba gardrób fürdőszoba kád gárázs15m2	2	70.0	beépített			sorház		egy helyiségben
113	3. kerület, Ürömhegy		újszerű	nem		igen	Budapest	47.4983815	19.0404707	kiado	3. kerület				2001-2010 között	megújuló energia	megújuló energia		https://ingatlan.com/iii-ker/kiado+haz/csaladi-haz/budapest+3+kerulet/22944806	panorámás				van			önálló garázs	benne van az árban				1879200	haz	0	8	8	0	507	p8406 további kép talál saját honlap honlapu ha a piros négyzet lévő logónkra vagy a leírás alatt lévő hivatkozás kattint kattintás bejön a piramisingatlan saját honlap és ott már csak az irodai azonosító szám 8406 kell beír aranyhegy elvehetetlen panorámájú mediterrán luxusvilla sok extra eladó aranyhegy teljesen csendes átmenőforgalom nélküli utca 2203 nm es dupla telek álló új építésű mediterrán luxusvilla örökpanorámával péterhegyre és csillaghegy eladó nagyméretű gránitburkolatú nappali 6 hálószoba dolgozószoba hobbyszoba bárrész és kandalló szauna pezsgőfürdő hálószoba kivétel mindenhol gránitburkolatok elegáns fürdőszoba ideal standard szaniterekkel és csaptelep a nagy kert gyönyörűen füvesített növényszigetekkel diófa beültetett falazott grill és bográcsozó található benne a kert 10 5x4 méteres ellenáramoltatós úszómedence szolgál a kikapcsolódás eltolható medencefedéssel és egy hozzá kapcsolódó pavilon a medence fűtés napkollektor történik ezenfelül rásegít a ház meleg víz ellátásár is az épület fűtés német gyártmányú 2 db hőszivattyú összesen 850 mélységméterre fúrt szonda történik a ház klimatizálását 4 csöves fan coil rendszer biztosít az ingatlan egy intelligens szellőztető rendszer teszi lehető a friss levegő ellátás csukott ablak mellett ajánl egy nagy család aki értékel a jó levegő a tágasság érzet és a korrekt német technológia amely kényelmes teszi az élet eb a villa pince dupla garázs hobbyszoba beépített konyha kandalló fürdőszoba szauna pezsgőfürdő 2 tároló kazánház gépészet belmagasság 2 30 m földszint előszoba 110 nm es nappali konyha étkező hall lépcsőház szülői hálószoba fürdőszoba dolgozószoba mosókonyha kamra vendég wc terasz belmagasság 2 80 m emelet 5 hálószoba 2 fürdőszoba társalgó belmagasság 2 60 m 100 000 ft media markt ajándék utalvány vagy ingyenes ügyvédi közreműködés minden családi ház vásárló felhasználási feltétel az utalvány tölt le az ajándék utalvány honlap honlapu most http www piramisingatlan hu	3	2203.0				családi ház		
114	2. kerület, Balogh Ádám utca		felújított	nem	29	megegyezés szerint	Budapest	47.4983815	19.0404707	kiado	2. kerület				1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/ikerhaz/budapest+2+kerulet+balogh+adam+utca/24152913	kertre néző	hozható	azonnal	duplakomfortos	van			önálló garázs	benne van az árban			van	626400	haz	0	5	5	0	240	törökvész csendes forgalommentes utca 20 év épült ikerház saját 500 m2 telekrész két lakószint alagsor és dupla garázs beosztású a nappali szint egy légterű tágas kertkapcsolatos terasz az emelet három hálószoba egy fürdőszoba gardrób helyiség az alagsor egy vendég lakrész mosókonyha zuhanyzó két autó garázs tároló helyiség és kazánház a ház 2009 ben teljes felújítás esett át kicserél a burkolat vezeték új ablak modern gépesített konyha terméskő fal biztonsági ajtó riasztó stb kerül beépítés az alsó szint padlófűtés gránit burkolat modern konyhabútor tágas tér az emeleti szoba parkettázottak radiátoros fűtés a nappali és két emeleti szoba klíma riasztó rendszer kábeltévé internet lehetőség a kapu automata mozgatásúak a kert tágas az épület frissen festett néhány apró időszerű felújítás valamint füvesítés és kertszépítés után kerül bérbeadás kis testű háziállat tartás esetleg lehetséges	2	500.0	beépített			ikerház		külön és egyben is
115	Szellő utca		újszerű	nem		nem	Budaörs	47.4600185	18.9541818	kiado					1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/budaors/kiado+haz/csaladi-haz/pest+megye+budaors+szello+utca/24590638	kertre néző		azonnal	duplakomfortos	van			teremgarázs hely	benne van az árban				399000	haz	50000	8	8	0	300	nagy család van ez egy ideális ház nagycsaládos budaörs budapest közeli rész kiadó egy 300 m2 es családi ház ami 430 m2 es telek tartozik nappali 7 szobás ingatlan két konyha 3 fürdőszoba szép nagy terasz ad hely a kint élet a ház világos nagy tér a lakás szépen besüt a napfény ideális akár két család rész is a több bejár miatt motoros garázskapu riasztó automata öntöző klimatizált helység	3	423.0				családi ház		külön és egyben is
116	2. kerület, II/A kerület – Széphalom	nem	új építésű	nem		nem	Budapest	47.4983815	19.0404707	kiado	2. kerület				2017	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/csaladi-haz/budapest+2+kerulet/24042597	kertre néző				nincs		12	önálló garázs	benne van az árban			nincs	1252800	haz	0	6	6	0	300	buda ii a széphalom városrész a francia iskola közel csöndes jól megközelíthető mellékutca luxus színvonal kivitelezett 250 m2 es két szintes 1 nappali 5 nagy hálós kertkapcsolatos családi ház sok extra földszint nappali konyha étkező háló fürdő garázs terasz emelet 4 háló 3 fürdő erkély	2	1000.0	nem beépíthető			családi ház		külön és egyben is
117	2. kerület, Szépvölgy	nem	felújított	nem		részben bútorozott	Budapest	47.4983815	19.0404707	kiado	2. kerület				1981-2000 között	gáz (cirko), egyéb	gáz (cirko)	egyéb	https://ingatlan.com/ii-ker/kiado+haz/hazresz/budapest+2+kerulet/24705528	panorámás			összkomfortos			12	udvari beálló	benne van az árban				270000	haz	50000	3 + 1 fél	3	1	100	ii buda szépvölgy városrész a tömegközlekedés 5 perc sétányi csodálatos erdei környezet kétlakásos családi ház felső önálló bejáratú belső kétszintes 3 félszobás frissen felújított felszerelt panorámás nagy védett terasz fatüzelésű kandalló fedett autó beállóval rendelkező lakás a rezsi fix 50 000 ft hó földszint előszoba nappali konyha étkező terasz külön wc tetőtér 3 háló fürdő közlekedő	2	700.0	beépített			házrész		külön és egyben is
118	2. kerület, II/A kerület – Adyliget		újszerű	nem			Budapest	47.4983815	19.0404707	kiado	2. kerület					gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/hazresz/budapest+2+kerulet/20158282	panorámás			luxus			12	önálló garázs	benne van az árban			van	563760	haz	0	5	5	0	310	bp ii a kerület adyliget i igényes kétlakásos villa körpanorámás külön utcai bejáratú saját díszkert nagy terasz és úszómedence rendelkező korszerűen kialakított 310m2 összterületű 207 nm lakóterületű lakás kiadó az igényes belsőépítészeti kialakítású lakás 2 nappali 4 hálószoba és 4 fürdőszoba valamint felszerelt külön konyha rendelkezik a lakás saját 3 állású garázs tároló és szauna is tartozik az amerikai és a francia iskola valamint játszótér sportlehetőség a közelben extra medence szauna kandalló klíma biztonsági ajtó riasztó audió kaputelefon automata öntöző elektromos kapu utcaszint 3 férőhelyes garázs szauna 6 m2 zuhanyzó 4 m2 tároló földszint kertszint kert és teraszkapcsolatos nappali 60 nm konyha mosókonyha kertkapcsolatos szoba fürdőszoba tetőtér nappali társalgó 3 hálószoba mely mindegyik egy fürdőszoba tartozik	2	300.0	beépített			házrész		
119	2. kerület, Csatárka – Látóhegy		felújított	nem		igen	Budapest	47.4983815	19.0404707	kiado	2. kerület					gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/ikerhaz/budapest+2+kerulet/4847306				luxus				önálló garázs	benne van az árban				1221480	haz	0	5	5	0	220	minimál stilus a rózsadomb bruttó 220 nm nettó 190 nm es 2005 ben nagyon igényes anyag épült ikerház kiadó teljesen szeparált kert helyiség amerikai konyhás nappali 3 hálószoba vendégszoba az alagsor 1 fürdőszoba 1 zuhanyozó téliesített jacuzzi zuhanyozó a kert részben bútorozott sok beép bútor lehet üres és teljesen bútorozott is a ház 2 autó garázs beálló tartozik fűtött lehajtó kellemes hangulatú fiatalos nívós lakás kis család alkalmas kert tartott kutya és cica mehet fotó alaprajz	3	400.0				ikerház		külön helyiségben
120	3. kerület, Jutas utca		újszerű	nem		igen	Budapest	47.4983815	19.0404707	kiado	3. kerület					gáz (cirko)	gáz (cirko)		https://ingatlan.com/iii-ker/kiado+haz/csaladi-haz/budapest+3+kerulet+jutas+utca/23115491	kertre néző	hozható			van			önálló garázs	benne van az árban			van	900000	haz	0	5	5	0	380	luxus családi ház kiadó az arany hegy fűthető medence jacuzzi borospince kiépített grillező 5 háló 2 nappali alagsor 2 további szoba 2 állásos garázs	3	1500.0				családi ház		külön és egyben is
